customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C01519,Male,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,One year,Yes,Mailed check,26.15,805.58,No
C01520,Female,0,Yes,No,38,Yes,No phone service,No,No,No,One year,Yes,Bank transfer (automatic),82.18,3050.69,No
C01521,Male,0,No,No,10,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),28.11,371.62,Yes
C01522,Male,0,Yes,No,57,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,79.85,4482.34,Yes
C01523,Male,0,No,No,28,Yes,No phone service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),69.71,1920.05,No
C01524,Male,0,Yes,No,38,Yes,No,DSL,No internet service,No,Two year,Yes,Credit card (automatic),68.35,2596.28,No
C01525,Male,0,No,No,16,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),24.88,293.96,No
C01526,Male,1,Yes,No,21,Yes,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Electronic check,83.2,1786.47,No
C01527,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,61.99,336.9,No
C01528,Female,0,No,No,41,No,No phone service,Fiber optic,No,No,Two year,No,Mailed check,59.93,2406.12,No
C01529,Female,0,No,Yes,15,Yes,No phone service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.84,1228.82,Yes
C01530,Female,0,Yes,Yes,3,Yes,No,DSL,No internet service,No internet service,One year,No,Credit card (automatic),79.84,172.73,No
C01531,Female,0,Yes,Yes,43,Yes,Yes,DSL,No,No,One year,Yes,Mailed check,19.53,862.17,No
C01532,Female,0,Yes,Yes,47,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.77,1447.37,No
C01533,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Electronic check,42.12,592.54,No
C01534,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,87.15,5749.08,No
C01535,Female,0,Yes,No,29,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),76.83,2234.5,No
C01536,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),95.28,267.26,Yes
C01537,Female,1,Yes,No,26,No,Yes,DSL,Yes,No internet service,Two year,No,Mailed check,93.54,2388.33,No
C01538,Female,0,No,No,12,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,105.02,1214.58,No
C01539,Male,0,Yes,No,2,Yes,No phone service,Fiber optic,Yes,No,One year,No,Electronic check,56.44,168.26,No
C01540,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),53.2,912.33,No
C01541,Male,1,No,Yes,35,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Credit card (automatic),102.76,3597.17,Yes
C01542,Female,0,No,No,10,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.24,515.18,No
C01543,Male,0,No,No,43,Yes,No phone service,No,Yes,Yes,One year,No,Electronic check,65.04,2695.5,No
C01544,Female,0,No,Yes,21,Yes,Yes,DSL,No internet service,No,Two year,Yes,Electronic check,37.82,864.94,No
C01545,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.21,1668.74,Yes
C01546,Female,0,No,No,35,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.6,2048.24,No
C01547,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,39.67,2353.49,No
C01548,Male,0,Yes,No,44,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.59,3873.05,No
C01549,Female,0,No,No,5,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,42.95,289.75,No
C01550,Male,0,Yes,No,18,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Bank transfer (automatic),114.24,2068.28,No
C01551,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),55.5,1199.82,No
C01552,Male,0,No,No,51,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,85.79,4338.18,No
C01553,Female,0,Yes,No,41,Yes,No,DSL,Yes,No,One year,Yes,Electronic check,53.21,2187.17,No
C01554,Female,0,No,No,24,Yes,No phone service,DSL,No internet service,Yes,Two year,No,Mailed check,100.34,2453.62,Yes
C01555,Male,1,Yes,No,24,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.49,2684.07,Yes
C01556,Female,0,No,Yes,38,Yes,No,DSL,No,No internet service,One year,Yes,Mailed check,98.37,3671.07,No
C01557,Male,0,No,No,44,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,104.55,4640.63,No
C01558,Male,0,Yes,No,57,Yes,No phone service,DSL,No,No internet service,Two year,Yes,Bank transfer (automatic),28.39,1610.94,No
C01559,Male,1,Yes,No,59,No,Yes,DSL,Yes,No internet service,One year,Yes,Mailed check,112.25,6641.02,No
C01560,Male,0,No,No,34,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),81.68,2750.72,No
C01561,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,106.66,2529.47,Yes
C01562,Female,0,No,Yes,43,Yes,No,DSL,No internet service,No internet service,One year,Yes,Mailed check,87.81,3788.84,No
C01563,Female,0,Yes,No,40,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),38.59,1514.2,No
C01564,Male,0,Yes,No,47,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.17,3743.54,No
C01565,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,27.28,1161.45,No
C01566,Male,0,Yes,No,47,Yes,No phone service,DSL,No internet service,Yes,One year,Yes,Bank transfer (automatic),88.96,4217.2,No
C01567,Female,1,No,Yes,20,Yes,No phone service,Fiber optic,No,No,One year,No,Bank transfer (automatic),59.72,1198.43,No
C01568,Male,0,No,No,65,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,33.48,2156.86,No
C01569,Female,0,No,Yes,68,Yes,No phone service,DSL,Yes,No internet service,One year,Yes,Mailed check,117.88,8063.6,No
C01570,Female,0,No,No,24,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.91,2611.53,Yes
C01571,Female,0,Yes,No,36,No,No,DSL,No internet service,No internet service,Month-to-month,No,Credit card (automatic),109.14,3900.22,No
C01572,Female,0,No,Yes,45,Yes,No,Fiber optic,No internet service,No,One year,No,Bank transfer (automatic),98.46,4557.0,No
C01573,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),88.58,196.1,Yes
C01574,Female,0,Yes,Yes,28,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.82,2370.85,Yes
C01575,Male,1,Yes,Yes,26,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,28.82,727.1,No
C01576,Male,1,No,No,23,Yes,No phone service,DSL,No,No,One year,Yes,Electronic check,109.86,2516.27,No
C01577,Female,0,Yes,No,36,No,No phone service,DSL,Yes,No,Month-to-month,No,Credit card (automatic),107.88,3946.07,No
C01578,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,94.28,607.11,Yes
C01579,Male,1,Yes,No,35,Yes,Yes,DSL,Yes,No,Month-to-month,No,Credit card (automatic),112.59,3908.2,No
C01580,Female,0,Yes,No,38,Yes,No,Fiber optic,No internet service,No internet service,One year,Yes,Credit card (automatic),74.41,2811.08,No
C01581,Female,1,No,No,35,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Credit card (automatic),63.66,2162.33,No
C01582,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,116.73,6199.85,No
C01583,Female,0,No,Yes,38,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),65.34,2284.53,No
C01584,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,83.42,4844.73,Yes
C01585,Female,0,Yes,No,43,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.05,2414.77,Yes
C01586,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,82.91,200.41,Yes
C01587,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,91.45,571.46,No
C01588,Male,0,Yes,No,68,No,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,81.71,5511.95,No
C01589,Female,0,No,Yes,45,Yes,No phone service,Fiber optic,No internet service,No internet service,One year,No,Mailed check,70.49,3196.24,No
C01590,Female,0,Yes,Yes,25,Yes,No,DSL,No,No internet service,One year,Yes,Mailed check,48.61,1278.64,No
C01591,Male,1,No,No,11,No,No,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,83.67,933.8,No
C01592,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.66,3208.88,Yes
C01593,Female,0,No,No,34,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),18.71,607.75,Yes
C01594,Female,0,Yes,Yes,14,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,31.66,377.34,No
C01595,Female,0,No,No,24,No,No phone service,Fiber optic,No internet service,No internet service,One year,No,Bank transfer (automatic),30.22,701.5,No
C01596,Female,1,No,Yes,59,Yes,No,DSL,Yes,No internet service,One year,No,Mailed check,112.17,6623.18,No
C01597,Male,0,Yes,Yes,39,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),85.6,3337.1,Yes
C01598,Female,0,Yes,No,26,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,115.08,2944.33,No
C01599,Male,0,Yes,Yes,43,Yes,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),77.45,3383.52,No
C01600,Female,0,No,No,36,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),65.1,2272.07,No
C01601,Male,0,No,Yes,39,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,98.82,3883.73,No
C01602,Female,1,Yes,No,61,Yes,No phone service,DSL,No internet service,No internet service,One year,Yes,Credit card (automatic),34.42,2142.16,No
C01603,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No internet service,One year,No,Electronic check,56.9,922.3,No
C01604,Female,0,No,No,59,Yes,No phone service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),65.56,3951.23,No
C01605,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,48.44,310.92,No
C01606,Female,0,Yes,Yes,56,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Electronic check,55.87,3197.66,No
C01607,Male,0,No,No,8,Yes,No phone service,No,Yes,Yes,One year,No,Mailed check,25.97,74.42,No
C01608,Female,0,Yes,No,27,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,38.19,1078.03,No
C01609,Male,0,Yes,Yes,71,Yes,No phone service,DSL,No,No,One year,Yes,Credit card (automatic),52.22,3736.9,No
C01610,Male,0,Yes,No,27,No,No phone service,No,No,Yes,Two year,Yes,Mailed check,99.18,2704.6,No
C01611,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,36.61,1714.92,No
C01612,Female,0,No,No,41,Yes,Yes,Fiber optic,No internet service,No internet service,One year,No,Electronic check,53.36,2163.7,No
C01613,Male,0,No,No,25,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Bank transfer (automatic),24.62,653.44,No
C01614,Female,0,No,Yes,18,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,74.82,1435.83,Yes
C01615,Male,1,Yes,No,12,No,No phone service,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),80.35,870.31,No
C01616,Male,0,No,No,51,Yes,No phone service,DSL,Yes,No internet service,Two year,Yes,Electronic check,106.28,5479.78,No
C01617,Male,0,Yes,No,39,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),101.55,3954.01,No
C01618,Female,0,Yes,No,10,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),47.11,438.12,No
C01619,Male,0,Yes,No,54,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card (automatic),31.97,1665.85,No
C01620,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,33.92,1002.67,No
C01621,Female,0,Yes,No,41,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),116.83,4869.16,No
C01622,Female,0,Yes,Yes,9,Yes,No,DSL,No internet service,No,Month-to-month,No,Bank transfer (automatic),86.67,760.58,No
C01623,Female,0,No,No,63,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,22.34,1440.75,Yes
C01624,Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),31.95,1181.63,No
C01625,Male,0,No,No,14,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card (automatic),67.55,863.53,Yes
C01626,Male,0,No,No,39,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,39.2,1519.83,Yes
C01627,Male,0,No,No,40,Yes,No,Fiber optic,Yes,No,One year,No,Credit card (automatic),99.97,3965.57,No
C01628,Male,1,Yes,No,54,Yes,No phone service,Fiber optic,Yes,No internet service,One year,No,Bank transfer (automatic),76.47,4078.71,Yes
C01629,Female,0,No,No,3,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),80.49,219.95,No
C01630,Male,0,No,No,55,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),65.21,3570.63,No
C01631,Male,0,No,No,33,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,44.12,1506.29,No
C01632,Female,1,No,No,71,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,78.12,5547.7,No
C01633,Male,0,Yes,No,19,Yes,No phone service,DSL,Yes,No,Month-to-month,No,Electronic check,91.13,1661.23,No
C01634,Male,0,No,No,34,Yes,No,No,No,No,One year,No,Electronic check,55.84,1958.89,No
C01635,Male,0,Yes,Yes,50,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Electronic check,69.5,3494.26,No
C01636,Male,0,No,No,47,Yes,No,DSL,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),103.65,4885.6,No
C01637,Male,0,Yes,No,46,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,33.17,1569.5,No
C01638,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),73.61,4121.08,No
C01639,Female,0,Yes,Yes,57,Yes,No phone service,DSL,No,No,One year,Yes,Bank transfer (automatic),53.54,3024.96,No
C01640,Female,0,No,No,51,Yes,No,DSL,Yes,Yes,One year,No,Electronic check,89.69,4591.52,No
C01641,Male,1,Yes,No,54,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Electronic check,19.92,1106.83,No
C01642,Male,0,Yes,No,28,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,86.39,2437.99,No
C01643,Female,0,Yes,Yes,19,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),28.5,582.05,No
C01644,Male,0,No,Yes,27,Yes,No,DSL,Yes,No internet service,Two year,No,Credit card (automatic),24.61,669.49,No
C01645,Male,0,Yes,No,48,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Mailed check,91.91,4361.9,No
C01646,Male,1,Yes,No,19,Yes,No,Fiber optic,No internet service,Yes,Two year,No,Bank transfer (automatic),83.31,1551.43,No
C01647,Female,0,Yes,Yes,51,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Electronic check,109.28,5641.91,No
C01648,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,Month-to-month,Yes,Credit card (automatic),71.0,498.64,Yes
C01649,Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No internet service,One year,Yes,Mailed check,72.06,2033.36,No
C01650,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer (automatic),90.12,3814.07,No
C01651,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.99,3451.36,No
C01652,Female,0,Yes,Yes,58,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.77,1303.85,No
C01653,Male,0,No,No,8,Yes,Yes,Fiber optic,No internet service,Yes,One year,No,Credit card (automatic),41.46,347.17,No
C01654,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,No,Electronic check,42.28,1868.0,No
C01655,Male,0,Yes,No,42,No,No phone service,No,Yes,No,One year,Yes,Electronic check,52.24,2222.89,No
C01656,Female,1,Yes,No,13,Yes,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),114.23,1516.8,No
C01657,Male,0,Yes,No,26,No,No phone service,DSL,No internet service,No,Month-to-month,No,Bank transfer (automatic),100.09,2701.83,No
C01658,Male,0,No,No,18,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,113.47,1994.02,Yes
C01659,Female,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,119.86,4959.11,No
C01660,Male,0,Yes,Yes,51,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),62.25,3202.39,No
C01661,Male,0,No,No,16,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.16,646.36,Yes
C01662,Female,0,No,No,3,Yes,No phone service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),75.12,240.24,No
C01663,Male,0,No,No,45,No,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),107.88,4915.84,No
C01664,Male,0,Yes,No,22,Yes,No phone service,Fiber optic,No internet service,Yes,One year,No,Mailed check,65.5,1479.08,No
C01665,Female,0,No,Yes,23,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),69.55,1675.48,No
C01666,Female,1,Yes,No,59,Yes,No,Fiber optic,Yes,No internet service,Two year,Yes,Electronic check,31.71,1825.49,No
C01667,Male,0,No,No,62,Yes,No phone service,Fiber optic,No,No internet service,One year,Yes,Credit card (automatic),60.89,3820.05,No
C01668,Male,0,Yes,No,68,Yes,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),57.47,3869.33,No
C01669,Female,0,No,No,54,Yes,Yes,DSL,No,No internet service,Two year,Yes,Electronic check,53.87,2992.43,No
C01670,Female,0,Yes,No,57,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.5,6206.91,Yes
C01671,Male,0,No,No,23,No,No phone service,No,No internet service,No internet service,One year,Yes,Electronic check,24.05,578.49,No
C01672,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Mailed check,117.16,7000.5,No
C01673,Male,0,Yes,No,55,Yes,No phone service,No,No,Yes,One year,Yes,Electronic check,18.84,1009.63,No
C01674,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,One year,Yes,Credit card (automatic),114.45,7230.61,No
C01675,Male,0,Yes,No,56,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),73.9,4225.81,Yes
C01676,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,One year,Yes,Mailed check,89.65,5009.87,No
C01677,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),37.09,945.17,No
C01678,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,Two year,Yes,Credit card (automatic),84.73,2181.91,No
C01679,Female,0,Yes,Yes,49,Yes,Yes,DSL,Yes,No,Two year,No,Mailed check,107.96,5318.69,No
C01680,Female,0,No,No,63,Yes,No,DSL,No,Yes,Two year,No,Credit card (automatic),32.23,2093.21,No
C01681,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,30.96,1403.79,No
C01682,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Credit card (automatic),49.01,1892.03,No
C01683,Male,0,No,No,65,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Mailed check,34.5,2276.46,No
C01684,Male,0,Yes,Yes,69,Yes,No,DSL,No,No,Two year,Yes,Credit card (automatic),29.29,2009.03,No
C01685,Male,0,No,No,56,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),87.19,4864.88,No
C01686,Female,0,Yes,No,9,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,39.81,355.48,Yes
C01687,Male,0,No,No,70,Yes,No phone service,DSL,No,Yes,One year,No,Credit card (automatic),86.04,6056.13,No
C01688,Male,0,No,No,28,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Mailed check,105.92,2954.63,No
C01689,Female,0,Yes,No,45,Yes,No phone service,No,Yes,Yes,One year,No,Bank transfer (automatic),84.51,3801.09,No
C01690,Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),30.18,791.85,No
C01691,Female,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Mailed check,76.5,2122.91,No
C01692,Female,1,Yes,Yes,40,Yes,No,Fiber optic,No internet service,Yes,Two year,Yes,Electronic check,58.15,2403.48,No
C01693,Male,0,Yes,No,15,Yes,No phone service,No,No,Yes,Month-to-month,Yes,Mailed check,53.02,887.45,No
C01694,Male,0,Yes,No,6,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),50.49,287.8,No
C01695,Female,0,No,No,27,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,112.8,3005.72,No
C01696,Male,1,Yes,No,38,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,93.74,3538.92,No
C01697,Male,1,No,No,68,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.65,2174.49,No
C01698,Male,0,No,No,64,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),66.55,4254.9,Yes
C01699,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No internet service,Yes,One year,Yes,Credit card (automatic),50.46,1449.86,No
C01700,Male,0,Yes,No,3,Yes,No,DSL,No,No internet service,Month-to-month,No,Electronic check,117.75,345.46,Yes
C01701,Female,0,Yes,No,62,Yes,No phone service,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),117.76,7321.47,No
C01702,Male,0,Yes,No,12,Yes,No,No,No,Yes,Two year,Yes,Mailed check,50.59,656.31,No
C01703,Male,1,No,No,30,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,53.92,1705.45,No
C01704,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Mailed check,79.14,2984.92,No
C01705,Female,0,No,Yes,60,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.89,3982.23,No
C01706,Male,1,Yes,No,38,Yes,No,Fiber optic,No internet service,No,One year,Yes,Credit card (automatic),39.74,1497.59,No
C01707,Female,0,Yes,No,15,Yes,No phone service,DSL,Yes,No,One year,Yes,Mailed check,85.36,1233.12,No
C01708,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),52.08,902.43,No
C01709,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,84.68,4368.65,Yes
C01710,Male,0,No,Yes,29,Yes,No,DSL,No internet service,No internet service,Two year,Yes,Electronic check,57.14,1673.41,No
C01711,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),89.42,5323.56,No
C01712,Male,0,Yes,Yes,21,Yes,No,DSL,Yes,Yes,One year,No,Mailed check,86.12,1849.75,No
C01713,Male,0,No,No,17,No,No phone service,Fiber optic,No,Yes,Month-to-month,No,Mailed check,69.9,1245.76,No
C01714,Female,0,No,Yes,18,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,89.88,1561.55,Yes
C01715,Female,0,Yes,No,57,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,No,Mailed check,65.02,3640.89,No
C01716,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card (automatic),29.85,1077.65,Yes
C01717,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),36.57,2174.13,No
C01718,Female,0,No,No,38,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.09,1700.72,Yes
C01719,Male,0,No,No,12,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,24.45,290.88,Yes
C01720,Female,0,No,No,1,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,90.56,111.55,No
C01721,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,55.47,3238.15,No
C01722,Male,0,Yes,Yes,3,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),27.54,38.59,No
C01723,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No internet service,Two year,No,Electronic check,101.64,6390.79,No
C01724,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,Two year,Yes,Bank transfer (automatic),87.73,1841.69,No
C01725,Female,1,No,Yes,23,Yes,No phone service,DSL,No,No internet service,Two year,Yes,Credit card (automatic),64.13,1493.87,Yes
C01726,Female,0,No,Yes,9,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.24,317.45,Yes
C01727,Male,0,Yes,No,55,Yes,No phone service,No,No internet service,No internet service,Two year,No,Credit card (automatic),33.48,1811.67,No
C01728,Female,0,No,No,19,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,No,Mailed check,64.75,1230.83,No
C01729,Female,0,No,No,62,No,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),108.3,6692.62,No
C01730,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,37.22,1381.47,No
C01731,Male,0,Yes,Yes,27,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,76.0,2015.88,Yes
C01732,Male,0,No,Yes,46,Yes,Yes,No,No,No,One year,No,Mailed check,116.09,5270.52,No
C01733,Female,0,No,No,34,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Mailed check,82.99,2890.71,No
C01734,Male,0,Yes,Yes,33,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,62.88,2059.06,No
